Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Collision Type,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make
DM8497001V,230050833,Takoma Park Police Depart,Property Damage Crash,8/23/2023 4:21,OTHER,F44D2E11-F27B-4465-8E8A-FC9633C13E16,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,778084CB-6D8A-46B2-BDA6-8B38E4E50AE5,UNKNOWN,SEVEN OCLOCK,PASSENGER CAR,BACKING,South,0,2017,SUBARU
MCP2516003W,220044786,Montgomery County Police,Property Damage Crash,10/13/2022 8:16,SAME DIRECTION RIGHT TURN,27E00328-8B98-4612-835F-43EE10126CEC,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,966817B2-B047-4DA8-BBCE-9273E35DB902,NO DAMAGE,SEVEN OCLOCK,OTHER,PARKED,,25,2021,GILG
DM85220015,230073912,Takoma Park Police Depart,Property Damage Crash,12/27/2023 20:50,OTHER,1262B966-EA36-4467-8150-576521853963,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,4698989D-EF6D-4DFE-9437-16B790878D28,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,East,30,2018,LAND ROVER
MCP2516004L,230069724,Montgomery County Police,Property Damage Crash,12/4/2023 7:49,SAME DIR REAR END,8F65B95C-89E3-414D-B07B-0DC118E8CA3A,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,BB0A0243-604E-4445-A6F8-C2125541AED0,NO DAMAGE,TWELVE OCLOCK,OTHER,SLOWING OR STOPPING,East,25,2020,GILG
MCP1433000X,17009404,Montgomery County Police,Property Damage Crash,2/21/2017 18:49,SAME DIR REAR END,628E4648-BE80-46AC-B54C-25FFCD999AD3,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,160371D9-0E3E-45B0-9F72-3F4F5098263B,DISABLING,TWELVE OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,North,40,2013,SUBA
MCP27600048,230058529,Montgomery County Police,Injury Crash,10/4/2023 16:39,SAME DIR REAR END,8C88D3D2-EC74-4CC4-B571-6D72E6CF284A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FB036982-207E-402E-813D-905D2116091A,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,2008,HOND
MCP3330001L,230065360,Montgomery County Police,Property Damage Crash,11/9/2023 12:53,SAME DIR REAR END,96151EC6-84E3-43C6-A72D-6F3AAD640E47,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,0C7D2BAD-F32E-4F3D-81F5-9DCABA7360E6,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2014,TOYOTA
MCP115100DD,230067551,Montgomery County Police,Injury Crash,11/21/2023 7:57,SAME DIRECTION LEFT TURN,FC880037-72BC-4E0C-9DCD-9922E123FFCE,Yes,POSSIBLE INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,D4556633-1170-45FD-9D8C-669709C2CCBD,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING U TURN,West,25,2022,MAZD
MCP1425001F,230059042,Montgomery County Police,Property Damage Crash,10/6/2023 23:11,STRAIGHT MOVEMENT ANGLE,F3992821-B5AB-4877-9842-749CC31B5E1B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B2EE4566-B191-4F58-A344-C0AC9E706F2C,DESTROYED,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,40,2016,TOYOTA
MCP2930003Q,230056373,Montgomery County Police,Injury Crash,9/22/2023 19:56,SAME DIR REAR END,B2C02DC6-D168-4FCB-B096-3378BEA02E27,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,5E902764-47FA-440B-A2F4-6EC550BC9F94,DISABLING,SIX OCLOCK,PASSENGER CAR,PARKED,,35,2009,DODG
DD5653002T,230062567,Rockville Police Departme,Property Damage Crash,10/25/2023 18:45,OTHER,3F514E3B-6594-442A-B9A8-7BA480E9DAFB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3FD4643F-2662-464A-B8DD-641A0872CBC1,SUPERFICIAL,ONE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,East,25,2019,CHEVROLET
MCP243600DY,210045063,Montgomery County Police,Injury Crash,11/7/2021 9:10,STRAIGHT MOVEMENT ANGLE,DB07C30C-B2B8-4D89-9F02-E483B98CC0D7,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,9D834FDC-E4FE-4DB0-B4A0-E3E0FD1A1867,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,2014,FORD
MCP2780007M,230072446,Montgomery County Police,Property Damage Crash,12/18/2023 18:10,SAME DIR REAR END,9D6A38F2-B9B9-42E0-823A-8083CCB3AB0C,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7167F865-F5CD-4EEF-97D5-9710FC56912F,FUNCTIONAL,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,15,2013,TOYT
MCP00360067,170504054,Montgomery County Police,Property Damage Crash,4/25/2017 7:42,SAME DIR REAR END,422C62EB-6FF1-42B4-AE6D-6F275835EE9B,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,B0228A45-2883-430D-9D01-78B64228ABB5,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,30,2005,VOLKSWAGON
MCP2962008N,230070207,Montgomery County Police,Injury Crash,12/6/2023 13:09,HEAD ON LEFT TURN,A239DB07-945B-4E87-8A3D-C5D87AA6BE73,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,7A7A7DFF-B45C-4635-A06A-9963DBAD99AE,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING U TURN,South,40,2017,HYUNDAI
MCP1550004L,230048208,Montgomery County Police,Property Damage Crash,8/7/2023 12:30,SAME DIRECTION SIDESWIPE,980C4CDF-9A91-435E-B480-3DB387628E99,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,84DD04BC-B613-4680-8CC4-19ECE35986BC,FUNCTIONAL,NINE OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,East,25,2016,GILL
MCP3109008R,230065130,Montgomery County Police,Injury Crash,11/8/2023 13:05,ANGLE MEETS LEFT TURN,5069DADA-0A6C-48F7-A994-E756D8DAE1F0,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0BD79A6D-7796-47D9-9740-CD6586609D06,DESTROYED,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2013,SUBARU
EJ7852008Y,230063110,Gaithersburg Police Depar,Injury Crash,10/28/2023 19:28,STRAIGHT MOVEMENT ANGLE,3C263911-EF24-44D5-99B7-02EDB71123FC,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,2A312CAD-35AD-423A-821B-251A07B1FFFF,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,2017,TOYOTA
MCP20010023,230046753,Montgomery County Police,Fatal Crash,7/29/2023 5:49,SINGLE VEHICLE,48FBA1CC-0C4E-42A0-9CB0-7CCDE4F7832A,Yes,FATAL INJURY,N/A,UNKNOWN,VA,153804A1-305D-4822-B46D-D006DE39C6EA,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,2012,HONDA
MCP2450004N,230055638,Montgomery County Police,Property Damage Crash,9/18/2023 20:30,SAME DIRECTION SIDESWIPE,AB46715B-CD90-45A2-9FC3-1FBEAC88DEC2,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,570FA0C3-75A3-46BE-81F8-37FA8AE506F1,UNKNOWN,UNKNOWN,PASSENGER CAR,CHANGING LANES,North,55,2014,BMW
MCP2877007D,190042540,Montgomery County Police,Property Damage Crash,9/5/2019 12:40,SAME DIRECTION SIDESWIPE,3BED6C5B-AC55-47C0-A389-9BD95A4F767A,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3EC5D454-6E3E-42C5-AC97-BC84ED408F01,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2016,TOYOTA
MCP3209003W,230001976,Montgomery County Police,Property Damage Crash,1/12/2023 19:34,STRAIGHT MOVEMENT ANGLE,C56D1AE6-48C5-4D74-AA8A-95B2B406EC37,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,E1437CCA-6210-4DF7-9F60-A5CECDFC6E24,DISABLING,ONE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,25,2010,INFINITI
MCP291400DY,230048159,Montgomery County Police,Injury Crash,8/7/2023 5:07,OTHER,20CD58E9-9BE9-479F-ADE2-34AE5073EDDC,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,D94B5279-0E10-4A27-A482-06C896DF5676,UNKNOWN,UNKNOWN,,UNKNOWN,South,30,0,UNKNOWN
MCP3201004K,230054369,Montgomery County Police,Injury Crash,9/12/2023 7:40,STRAIGHT MOVEMENT ANGLE,837BCAAC-C8BC-40AE-88E1-D321A96E4DC1,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,449230D3-C8AB-4140-87CC-F9E3A9859E2F,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,2010,MERZ
MCP32510016,230056411,Montgomery County Police,Property Damage Crash,9/23/2023 0:23,SAME DIRECTION SIDESWIPE,85B410B7-5E01-4658-B8AD-8CEE65CE6F48,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,C824FDF9-0BBB-486F-8D30-EFC8BBC02C26,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,40,2018,HONDA
MCP2813008G,200025317,Montgomery County Police,Injury Crash,6/29/2020 17:30,HEAD ON,95E2901E-612E-4588-B384-851B86616837,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,76913FE1-6947-4CE2-B5E7-16B356A0685B,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,25,2008,NISS
MCP2941004W,230055207,Montgomery County Police,Injury Crash,9/16/2023 10:20,SAME DIRECTION RIGHT TURN,5C4CF348-035F-469A-9272-F93457FDB99F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CB2DF494-DE16-4C21-84C5-95767D946659,DISABLING,TWO OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,35,2018,RAM
MCP3130006R,230058648,Montgomery County Police,Property Damage Crash,10/5/2023 7:50,STRAIGHT MOVEMENT ANGLE,6E8C9353-7C1C-4BC1-A213-E61A9D36088F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C3B18302-73BF-401E-8952-E12594AE93B7,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,2013,TOYOTA
MCP33560018,230073488,Montgomery County Police,Injury Crash,12/24/2023 18:31,OTHER,503A3F10-4362-4EAF-B7E9-FDBBDD6AD0D8,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,VA,59C35ECA-89A3-422F-A57C-271F65B3D02B,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,South,5,2021,FORD
EJ79000006,230064401,Gaithersburg Police Depar,Property Damage Crash,11/4/2023 14:50,OTHER,D1F8FCEE-FE01-459B-AC3D-CFD10584A91D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B849CF91-1CD1-453B-9A4E-B21DC115A656,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,CHANGING LANES,West,50,2012,TOYT
MCP13780169,230063832,Montgomery County Police,Property Damage Crash,11/1/2023 17:10,STRAIGHT MOVEMENT ANGLE,02C51ED6-0F30-4AAD-9B4F-9A085A2B50A7,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4A586BFA-5B17-4071-9B22-D6A5A1E44062,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,15,2010,MAZDA
MCP3362002F,230071873,Montgomery County Police,Property Damage Crash,12/12/2023 6:30,SAME DIR REAR END,AC109DE6-C261-4484-A90F-14C48D296A01,Yes,NO APPARENT INJURY,"BACKUP DUE TO PRIOR CRASH, ICY OR SNOW-COVERED, N/A",DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,21BA7763-6891-4675-9DE8-0B490FD11014,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2024,TOYT
MCP2737005Z,230068000,Montgomery County Police,Injury Crash,11/24/2023 2:21,STRAIGHT MOVEMENT ANGLE,3A703F5E-51A6-485E-9591-DF7296F3CD59,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A2BA32DA-3196-4669-884D-67A45FAB11B6,DISABLING,TWELVE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,East,35,2014,HONDA
MCP3211002W,220035018,Montgomery County Police,Property Damage Crash,8/14/2022 15:00,OTHER,4E3C3A61-019D-4260-A757-8CA56CAD801E,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,C9F63E54-8331-4C01-9D36-5AB9D55B7D1A,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,South,5,2022,KIA
MCP2844006R,230050933,Montgomery County Police,Property Damage Crash,8/23/2023 15:40,OTHER,28B57184-7C84-4A81-A284-15F716A5AFB9,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,B73C872D-B84E-4A37-AEC4-57021CF59006,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,BACKING,Unknown,15,2016,HONDA
MCP27230082,230066963,Montgomery County Police,Property Damage Crash,11/17/2023 17:05,SAME DIRECTION SIDESWIPE,412DF3FD-320D-47FE-A5D4-C79B0E37A885,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2F9B67E9-74A6-419C-8F33-CE7BB1A9F20D,FUNCTIONAL,FOUR OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,2017,CHEVY
MCP94420037,230056624,Montgomery County Police,Injury Crash,9/24/2023 13:15,SAME DIR REAR END,B348512C-577C-4CD4-AA7E-9EAC5A1E32D2,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,0FFB33BD-3B83-4770-B3A9-5ABD8414E12B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,2023,HONDA
MCP29370054,230066186,Montgomery County Police,Property Damage Crash,11/14/2023 1:20,HEAD ON LEFT TURN,288BA5FC-E32D-4C44-A452-8668071EAC62,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1BE7C99E-4E57-4387-A962-6CC1A0563DD0,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,2015,TOYOTA
MCP3158001D,190020847,Montgomery County Police,Property Damage Crash,5/3/2019 6:15,OTHER,9D18699C-52EF-4773-B22A-C57848DB04B1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,,D4714301-0B9D-4412-812D-3786C170C73A,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,PARKED,,25,2007,CHEV
DD559500DX,230051500,Rockville Police Departme,Property Damage Crash,8/26/2023 15:32,OTHER,E7FD07DD-0599-486B-9BA8-7E466E33F2A2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AF62380F-D7BC-473E-ABAB-3F534FC778D9,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2012,GMC
MCP3268003F,230069437,Montgomery County Police,Property Damage Crash,12/2/2023 8:43,STRAIGHT MOVEMENT ANGLE,E77931C8-4F8C-4D05-ACC8-0C64133ADA60,No,NO APPARENT INJURY,"V WIPERS|W OTHER ENVIRONMENTAL, WET",NOT DISTRACTED,MD,F105FAC5-8C5F-47B0-9E1F-D0D79E8255BC,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,2013,NISSAN
MCP2667008N,230056233,Montgomery County Police,Property Damage Crash,9/22/2023 7:45,HEAD ON LEFT TURN,5D4A1123-D9FC-4674-B9EA-C5E0215FA646,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2848FCE9-EE7C-4E6A-88D9-480CB935A08D,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2011,MERZ
MCP32960023,230056652,Montgomery County Police,Property Damage Crash,9/24/2023 16:26,SAME DIR REAR END,86546234-82CC-4293-8F8F-331F22757260,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,356C857D-FAEE-4733-9AC8-A300572537E1,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,50,2011,NISS
MCP33560012,230070478,Montgomery County Police,Property Damage Crash,12/7/2023 19:26,SAME DIR REAR END,7E9E0823-1E8A-44F6-A204-D724C6DC95CF,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,XX,23A6D496-2E52-45DD-8E1C-2BD3C353207A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,2004,TOYOTA
MCP2703003F,230063488,Montgomery County Police,Injury Crash,10/30/2023 20:12,STRAIGHT MOVEMENT ANGLE,82461774-E72F-4E65-B2CF-936230BB336F,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,DC,6AD527E1-A594-41ED-8380-AEB23E6DE992,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2019,TOYOTA
MCP3339002B,230047135,Montgomery County Police,Injury Crash,7/31/2023 14:24,SAME DIR REAR END,5227DE3E-1574-449A-9895-B970C6636BFE,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,23EAABAE-149B-41D0-852D-7FD64B7823D4,DISABLING,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,South,35,2005,FREIGHT
MCP2906003C,230058514,Montgomery County Police,Injury Crash,10/4/2023 16:00,STRAIGHT MOVEMENT ANGLE,9C1A37B1-6B7A-46F4-903A-FDF96C888239,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,0F86D6FA-224F-470F-91FF-7CEC02BCA666,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,25,2022,TESLA
MCP291400FG,230074331,Montgomery County Police,Property Damage Crash,12/30/2023 21:58,SAME DIR REAR END,152704A6-5C49-4E31-8BD7-3E1037AA6537,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,NC,243E86F6-ABBA-4A63-8976-19E32DCCADCB,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,0,2000,HONDA
MCP2347004B,230058490,Montgomery County Police,Injury Crash,10/4/2023 14:18,HEAD ON LEFT TURN,EC39E5E4-9686-47C5-A462-CF8A52A9389E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,999A8358-BD84-4D97-AD9E-A9C9DBEC2BA0,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,40,2006,HONDA
MCP29870084,230065947,Montgomery County Police,Property Damage Crash,11/12/2023 15:03,SAME DIR REAR END,0567EE18-6736-4C70-BB4C-94F7360C78D4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1D4EA972-41D5-4F0D-A3F5-05A5EB34E4CA,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,50,2017,JEEP
MCP3267001W,230050002,Montgomery County Police,Property Damage Crash,8/17/2023 21:43,SAME DIR REAR END,5A9ABDEE-F958-4113-A9F5-01D6004169E2,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,A0D1993D-4812-40F7-B3FE-851FB38E66BB,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2016,FORD
MCP9390002C,230050561,Montgomery County Police,Injury Crash,8/21/2023 16:33,STRAIGHT MOVEMENT ANGLE,097AEC48-5A50-4D51-BDB7-754466B94C4D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D37E5E1B-A164-4F49-B720-62892C6FF0E7,FUNCTIONAL,ELEVEN OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,South,35,2017,GILG BU
MCP2837005N,230056897,Montgomery County Police,Property Damage Crash,9/26/2023 7:40,HEAD ON LEFT TURN,38D74E7D-1D89-42AA-85A3-EB4BD99DEA12,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,8B37CF94-AC9C-497F-92D3-18B6EEFBE6D8,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40,2019,HONDA
EJ786600CR,230061661,Gaithersburg Police Depar,Injury Crash,10/20/2023 16:00,HEAD ON LEFT TURN,8A272F0B-5065-4716-884B-445049E8F4C3,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,010A0A07-EE66-413A-BDEB-43E212B7B884,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2009,LEXS
MCP33220026,230065021,Montgomery County Police,Property Damage Crash,11/7/2023 22:11,SAME DIRECTION RIGHT TURN,21EF91A6-0079-424F-9E54-D49B926B5ED8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,57DEB82E-7988-4445-8C8E-CFACA0822278,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,15,2019,TOYOTA
EJ7870006J,230069566,Gaithersburg Police Depar,Injury Crash,12/2/2023 23:55,SAME DIR REAR END,16B096D1-804E-4A74-87B0-DBFF82BC8653,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FC137689-3A01-45CD-888C-5C3FB37AB95F,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,50,2023,HYUN
MCP27710036,230074140,Montgomery County Police,Injury Crash,12/29/2023 10:03,OTHER,7CC160EE-3E15-4A7F-B20A-017DA9DFE1D5,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,03806D85-928E-40B9-9FF6-773EBB104BCD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,BACKING,South,5,2013,HONDA
MCP3279002J,230054010,Montgomery County Police,Property Damage Crash,9/9/2023 18:16,SINGLE VEHICLE,1549E25B-EC8E-4CEE-AFC7-F7CB847E8743,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,FFB2E373-A880-47A0-B61F-E43A9E4D4BB1,DISABLING,NINE OCLOCK,PASSENGER CAR,CHANGING LANES,East,35,2006,BMW
MCP3227004R,230051358,Montgomery County Police,Property Damage Crash,8/25/2023 20:00,SINGLE VEHICLE,6689E5A0-9D0B-4261-930C-DA7B0BA1DE34,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A8AC08FF-DF3C-405E-B46E-69D50F9C6572,DISABLING,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,South,35,2006,FORD
MCP9419004F,23003437,Montgomery County Police,Property Damage Crash,7/19/2023 12:19,SINGLE VEHICLE,D2335072-EEB8-4C8A-B6E7-77C542D2C5DE,Yes,NO APPARENT INJURY,N/A,USING OTHER DEVICE CONTROLS INTEGRAL TO VEHICLE,MD,BB574474-261F-4E34-BEC6-A49501B7BFFD,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,40,2011,TOYOTA
MCP209400N3,230071256,Montgomery County Police,Property Damage Crash,12/12/2023 11:12,HEAD ON LEFT TURN,664125C2-46C3-4622-84AE-095E72EC9291,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6FA76C9D-BA0B-4C47-8A7F-AB47910DC867,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2012,MERCEDEZ
DM85030015,230069170,Takoma Park Police Depart,Injury Crash,11/30/2023 17:18,OTHER,0B61809D-CF85-42B5-B5CF-02AE9F3ADE20,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,FE1A64B5-CDB9-4D84-A57D-4A29C8260700,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,5,2009,HONDA
MCP2401001X,230073067,Montgomery County Police,Injury Crash,12/22/2023 5:00,STRAIGHT MOVEMENT ANGLE,AF5724B5-26FE-414B-9265-E1D40AD0B178,Unknown,POSSIBLE INJURY,N/A,UNKNOWN,MD,B0EF2BF4-622D-479A-8518-2940056F2F13,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2011,NISSAN
MCP29680059,230069284,Montgomery County Police,Property Damage Crash,12/1/2023 11:38,HEAD ON LEFT TURN,97ACEC0C-2EF1-45AA-A4CE-647C7C517D77,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8CEA6B3D-ED40-4177-BC12-52B40445636E,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,2014,HOND
MCP2872002T,230067799,Montgomery County Police,Property Damage Crash,11/22/2023 11:30,SAME DIRECTION SIDESWIPE,87835C11-02C2-42A6-804D-17FC21F34260,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6B7C8C23-3FC6-4F75-9CB5-06DE9692F5D8,SUPERFICIAL,EIGHT OCLOCK,VAN,MOVING CONSTANT SPEED,North,45,2018,FORD
MCP3334001Z,230067144,Montgomery County Police,Property Damage Crash,11/18/2023 18:50,HEAD ON LEFT TURN,BF5CA623-9594-4CFB-978F-70D3A9102477,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5E345A0D-DDE2-4101-A651-6855C0C7C7CC,DESTROYED,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,30,2018,JEEP
MCP25450003,16002142,Montgomery County Police,Property Damage Crash,1/12/2016 13:31,STRAIGHT MOVEMENT ANGLE,F1621E3D-7E89-49F1-9228-D135013BDBA1,No,NO APPARENT INJURY,N/A,NO DRIVER PRESENT,MD,55AF9703-696A-4043-9696-C495041402F1,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,PARKED,,15,2004,CHRYSLER
MCP2657000Q,15039539,MONTGOMERY,Injury Crash,8/8/2015 23:59,HEAD ON LEFT TURN,AE5F71F3-4689-42CD-BABA-50174C04ACA3,Yes,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,E70078F3-EFB3-4311-A6E5-5889BF4C7A7D,DISABLING,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,2007,NISSAN
